Site_Name,Latitude,Longitude,C14_date,Std_dev,Lab_Code,Material_Dated,Reference,cal_curve,Orginal_Compiler,Notes
PAISAJE CULTURAL ARQUEOLÓGICO CERRO COYVILLIE,-13.80454271,-72.55973945,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO SAJAHUANA,-13.81927025,-72.56983004,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO SULCAYMARCA,-13.79550735,-72.537952,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO TUMALLARQUI,-13.86338931,-72.5080547,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CHABELAPATA,-13.845063,-72.56691771,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CHUNQUIPUCRO,-13.84813966,-72.59483833,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO COCHAHUACHI,-13.83949926,-72.57803413,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO CUNCUHUIRI,-13.82660105,-72.56563038,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO FILIPLLIO MOJO,-13.79821564,-72.56949359,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO GENTILMACHAY,-13.80885603,-72.52760562,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO PUENTE INCA DE LAURICOCHA,-10.3109359,-76.65927978,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO CAMINO PREHISPANICO VALLOCOCHA LAURICOCHA,-10.31124272,-76.65939095,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO ARCO MACHAY,-9.925183683,-76.52872128,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO PACSHACCHO,-9.945460504,-76.53144198,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PAJCHATUNA,-9.985213788,-76.58796701,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PATOCOCHA,-9.992664759,-76.58397169,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PICHGAS 1,-10.00588116,-76.53816408,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PICHGAS 2,-9.998114351,-76.52838597,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PICHGAS 3,-9.998269259,-76.53009239,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PICHGAS 5,-9.999768002,-76.53448678,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PICHGAS 6,-10.00085379,-76.54213559,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PICHGAS 7,-10.00189086,-76.5446671,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO PIRURO CARPISH,-9.937046213,-76.52872164,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO QUILLARUMI,-9.926267276,-76.52902725,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SHASHATAMBO,-9.982570509,-76.57721915,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO TRES VENTANAS,-9.919217995,-76.52833797,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO UTCUBAMBA 1,-9.999647314,-76.52927791,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO YURAC USHNO,-9.942169743,-76.53136282,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MANCOPA,-9.741751925,-76.60455561,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SAHUAY,-9.712254104,-76.58816607,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO DOS AGUAS,-9.848464171,-76.59744669,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO APARAN PUNTA,-9.962953969,-76.65867572,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ISIPAMPA,-9.846869507,-76.53977409,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO JARPO,-9.800569169,-76.57294194,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO JATUN RAGRA,-9.849236471,-76.5618485,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO KULCUSH,-10.03295523,-76.5334204,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LACSHAGAYAN,-9.813902907,-76.56955894,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO AYAPITEG,-9.865309757,-76.54865813,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO OBASPAMPA,-9.783535973,-76.6601839,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO AYRAMPO,-9.778550275,-76.64240359,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PACAYHUA,-9.992712024,-76.52937318,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PILCOCANCHA,-9.875671122,-76.59710362,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PUÑIA,-10.14584327,-76.62804548,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PUQUIOPATA,-9.974190876,-76.63692621,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PUTUSHONGO,-9.84600099,-76.59445363,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PUYAC 1,-9.889515786,-76.61175925,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PUYAC 2,-9.88936807,-76.61239679,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CACHUSPUNTA,-9.920799663,-76.63763607,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO QUISHA,-9.86371561,-76.53940549,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO RAIN CONDOR,-9.818017143,-76.64008178,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO RAIN CONDOR 1,-9.817632528,-76.63735424,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO RAIN CONDOR 2,-9.814567303,-76.63178764,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO RUCO CORRAL,-9.809242913,-76.57813333,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO RURISH,-9.922148728,-76.62235966,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SAN JUAN 1,-9.840729389,-76.60601564,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SAN JUAN 2,-9.83129046,-76.60025406,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SAN JUAN 3,-9.829465371,-76.58847602,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SAN JUAN DE MIRAFLORES,-9.901278536,-76.62861246,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SAN JUAN DE PAJO,-9.797693112,-76.56334785,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SHUYULLACO 1,-9.915460019,-76.63131772,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SHUYULLACO 2,-9.915949249,-76.63111041,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SINCHIURISH 1,-9.844373532,-76.59254041,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SINCHIURISH 2,-9.840607088,-76.59365283,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TACAJ 2,-9.847509135,-76.61196524,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TAMBOPATA,-10.07606068,-76.63610562,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO WARICHUPA,-9.974159544,-76.63594107,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO YACHASMARCA 1,-10.15593558,-76.64565364,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO YACHASMARCA 2,-10.14233858,-76.64010921,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO AGUSHPAMPA,-9.931111329,-76.63109427,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CHAYNAS,-9.895198697,-76.62012092,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CHAYNAS AFUERAS,-9.896645,-76.61830438,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CONCEJOCORRAL,-10.0764104,-76.64033136,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO COSMA,-9.955060259,-76.64972598,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CULCUSHGUACHAN 1,-9.84794969,-76.59726187,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CULCUSHGUACHAN 2,-9.847658865,-76.59757957,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO EL CASTILLO,-9.750678838,-76.6493759,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUAGRESH,-10.16465358,-76.64335297,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUAMASH 1,-9.810030414,-76.62765425,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUAMASH 2,-9.805979224,-76.62592074,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUANCACANCHA,-10.01004218,-76.53969786,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TAULLIRAGRA,-9.913622998,-76.65382224,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO INKAPOLLO,-10.37562021,-76.58094079,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO INKAVADO,-10.25782138,-76.6556524,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SHINGAL,-10.19550664,-76.66196446,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SHINHUAY,-10.45976646,-76.5382963,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TAMBILLOS,-10.3353722,-76.59499212,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO YANAGALAN,-10.29917707,-76.61756983,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MARCANAN,-9.470746475,-76.54167186,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO INGATAMBO,-5.962616016,-79.22582676,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO COMPLEJO DE INGATAMBO,-5.960480076,-79.22520146,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO COMPLEJO DE NINABAMBA,-5.977425839,-79.25371307,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO HUACA EL ARENAL,-5.93422231,-79.28263065,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUACA EL REJO,-5.962758951,-79.23654618,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUACA LA ARABISCA,-5.929761953,-79.29352656,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO HUACA MAYOR,-5.926504624,-79.22947337,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO JOCCHUA BAJA,-13.56300447,-72.69673822,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO JOROPAMPA,-13.53289259,-72.72983124,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LA CALZADA O LA ELEGIDA,-13.53573387,-72.69471056,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LECLECPAMPA,-13.57136675,-72.82402446,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LUCMO,-13.53691706,-72.71137791,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LUCMO PATA,-13.54608506,-72.71792139,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ASMAYACU,-13.56774966,-72.73141225,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MIRADOR DE SAN CRISTOBAL,-13.52318667,-72.69508989,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO AYA ORQO I,-13.54664239,-72.70084868,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO AYA ORQO II,-13.54257975,-72.70220839,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO NARANJATA,-13.5727806,-72.70844826,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO OJORJAY,-13.56351877,-72.69372226,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO OSIPATA O CUSIPATA,-13.55709032,-72.69720161,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PALMIRA,-13.56561958,-72.69518902,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PISONAYPATA,-13.56045767,-72.73539769,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO QOLLPANA,-13.57743669,-72.7685177,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO QOSQOSPAMPA,-13.53466167,-72.73759057,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO QUINTAJATA WASI,-13.54941444,-72.69475422,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO QUISKAORQO,-13.5790365,-72.75848965,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO RIO LINDO,-13.5662241,-72.73058622,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SAN CRISTOBAL I,-13.52065695,-72.71087762,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SAN CRISTOBAL III,-13.52256458,-72.70113531,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SAN JUAN DE DIOS ALTO,-13.56437271,-72.73965552,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SANTA CATALINA Y/O MARIAORQO,-13.56083111,-72.70603222,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SERRANA,-13.57460076,-72.77575834,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SERRANA I,-13.57485917,-72.76928076,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SOLVARIO,-13.57555907,-72.76267897,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SOQLLAKASA,-13.58645887,-72.81693078,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TALARES I,-13.55622696,-72.73220514,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TALARES II,-13.56076103,-72.72404344,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TANCARPATA,-13.57104958,-72.73957385,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TANKARQASA,-13.57705327,-72.76606421,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TASTAHUAYJO,-13.56477445,-72.81624238,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TINYAYOCPATA I,-13.53243951,-72.69903654,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TINYAYOCPATA II,-13.5265224,-72.70508676,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TRANCAPATA BAJA II,-13.55650257,-72.74567807,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TRAPICHE,-13.53544209,-72.71905723,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TUNAS PATA,-13.57186589,-72.70036582,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO VISVIRUSNIYOQ,-13.57082685,-72.74791673,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO WAJANJAYOQ,-13.55329954,-72.69766297,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO WALLPA WASI,-13.55163113,-72.7216644,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO WAYRAQASA,-13.57164062,-72.77820601,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CAPITAN RUMI,-13.52476529,-72.71055209,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CCOCHJAMOJO,-13.55410836,-72.70110938,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO ORCCOÑE,-13.5723515,-72.772805,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO COLCONCHIOQ,-13.5779655,-72.77005536,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO COMUN WILLKA,-13.56716202,-72.71948429,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CORIPAMPA,-13.52588991,-72.73284356,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO COTOPAMPA,-13.56503945,-72.82485802,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CRUZ MOQO,-13.5738222,-72.76347115,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CUNCUNCHUIOQ,-13.56192291,-72.73256672,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ANISPATA,-13.54043445,-72.73446058,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO INCA CORRAL,-13.57289194,-72.80420598,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO INCAPERJA,-13.57139754,-72.80895837,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO INCAPERJA I,-13.58100604,-72.81133656,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO INCAPERJA II,-13.57720704,-72.81709858,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO INCAPERJA III,-13.57037915,-72.81029785,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO APACHETA YANARA SALCANDIA,-14.3910673,-72.69425115,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PUMACANCHA 1,-9.307783195,-77.17824696,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PUMACANCHA 2,-9.305953109,-77.17894539,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SHAYHUAHIRCA,-9.320930717,-77.17886534,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TRANCA,-9.337276051,-77.19007831,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO COLCAS,-9.310416249,-77.17779009,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUAMANMARCA,-9.340504682,-77.19124513,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ISHLA RANRA,-9.315422593,-77.20587546,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO JAGUAMARCA,-9.334166803,-77.14110821,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LLAMACORRAL,-9.313817113,-77.20240754,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MARCAJIRCA,-9.381561849,-77.1359373,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MASHUANCO,-9.371081582,-77.16490658,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ÑAWPAMARCA DE HUACHIS,-9.402404983,-77.09683375,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ÑAWPAMARCA DE HUARI,-9.297336015,-77.19275021,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PAN DE AZUCAR,-9.394651583,-77.10862001,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PINKUSH II,-9.307625061,-77.10527487,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO BUENOS AIRES,-9.358293458,-77.17201712,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PIRUSHTO DE CAJAY I,-9.301632278,-77.15519629,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PIRUSHTU DE CAJAY II,-9.31768757,-77.14583071,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO REPARIN,-9.301058043,-77.16047049,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SOLEDAD DE TAMBO,-9.422798463,-77.10269163,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO USHCUGAGA,-9.317355603,-77.14091467,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO USHNU,-9.406834988,-77.12689879,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO WIÑAJ,-9.430045734,-77.08480213,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO YACYA,-9.384265389,-77.16699071,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO YAMLLIPITEC,-9.312867496,-77.16563892,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CASHAPALLAN,-9.329921279,-77.17047619,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CHARAC,-9.301291011,-77.09104119,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CHULLIN,-9.347268766,-77.18632764,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CHULLIN II,-9.348463907,-77.18305889,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO GUIESGIPITAC,-9.378475542,-77.13810281,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUAGANCOS,-9.434285882,-77.09532379,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO LAUNA REPARIN 1,-9.298295716,-77.15228987,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO LAUNA REPARIN 2,-9.29006246,-77.15477006,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PIRUSHTU DE CAYAS I,-9.301942143,-77.15951301,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PIRUSHTU DE CAYAS II,-9.300683258,-77.15853747,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PIRUSHTU DE PARO,-9.299264414,-77.08042751,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO QUEBRADA WARGORAGRA,-9.296617815,-77.08549816,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO CHARAC,-9.298987555,-77.09277998,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CHOPILOMA,-9.289333652,-77.09915557,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PALMA CRUZ,-9.55402741,-77.10268134,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PUMAHUILCA I,-9.535286205,-77.12111516,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO USHNU CRUZ,-9.396002777,-77.12448426,NA,NA,NA,NA,SIGDA,,Sales,
MONUMENTO ARQUEOLÓGICO PREHISPÁNICO CAMINO INCA TAMBO DE SOLEDAD - POMACHACA,-9.392025875,-77.13643829,NA,NA,NA,NA,SIGDA,,Sales,
MONUMENTO ARQUEOLÓGICO PREHISPÁNICO CAMINO INCA TAMBO DE SOLEDAD - POMACHACA,-9.426698272,-77.10051229,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO PUENTE INCA DE LAURICOCHA,-10.31084163,-76.67753854,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO PUENTE INCA DE MURMUNYA,-10.19855725,-76.77130292,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO CAMINO PREHISPANICO CARHUACOCHA CERRO TOSCANA,-10.24339792,-76.72923709,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO CAMINO PREHISPANICO COCANMACHAY HUAYLLAPAMPA,-10.1757538,-76.79847971,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO AUNQUINQUISHUAR,-10.11148919,-76.70797122,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO CAMINO PREHISPANICO VALLOCOCHA LAURICOCHA,-10.26360926,-76.71281588,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SANTA MARIA,-10.18084061,-76.74899364,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO INTIPUNKO,-9.303114628,-76.69074537,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO IRMA GRANDE,-9.606666438,-76.75852949,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ARP PUNTA,-10.19071371,-76.75220498,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MIRADOR,-9.752474842,-76.77075308,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO AUQUIAUQUIN,-10.04324535,-76.73837057,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MUCHIN,-9.672551372,-76.74509437,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO NICARIN,-9.393849957,-76.76687525,NA,NA,NA,NA,SIGDA,,Sales,
